GEO.id2,total_households,total_households_no_internet
42107002900,2116,288
42107003000,2314,372
42107003100,1226,216
42107003200,2215,418
42107003300,2162,425
42107003400,1339,221
42107003500,2115,313
42107003600,1072,239
42107003700,1517,415
42107003800,828,163
42107003900,1609,307
42109070100,2381,362
42109070200,3141,585
42109070300,2166,664
42109070400,2020,584
42109070500,1286,432
42109070600,1704,587
42109070701,1867,512
42109980705,11,11
42111020101,889,190
42111020102,2300,500
42111020200,1924,604
42111020300,1825,521
42111020400,1529,430
42111020500,1189,414
42111020600,2334,521
42111020700,1139,249
42111020800,1642,336
42111020900,1822,422
42111021000,1887,488
42111021100,922,506
42111021200,1108,262
42111021300,1332,467
42111021400,1750,426
42111021500,973,273
42111021600,867,283
42111021700,1155,406
42111021800,1380,348
42111021901,979,378
42111021902,972,293
42113960100,1536,436
42113960200,1112,249
42115032000,1258,274
42115032100,1611,255
42115032200,1684,377
42115032300,1463,435
42115032400,1718,310
42115032500,1723,321
42115032600,1964,480
42115032700,1412,196
42115032800,2047,362
42115032901,1619,265
42115032902,905,268
42117950100,1586,348
42117950200,1430,340
42117950300,1508,357
42117950400,1674,370
42117950500,1777,342
42117950600,2236,477
42117950700,1949,350
42117950800,1446,337
42117950900,1450,316
42117951000,1065,288
42119090102,2253,504
42119090200,2298,619
42119090300,1634,492
42119090400,1597,296
42119090502,2857,915
42119090600,2041,203
42119090700,1989,652
42119980101,8,0
42119980501,8,0
42119980800,17,5
42121200000,1369,275
42121200100,1507,352
42121200200,2271,516
42121200300,645,131
42121200400,1137,303
42121200500,1026,189
42121200600,2171,448
42121200700,902,302
42121200800,981,178
42121200900,1085,456
42121201000,1307,266
42121201100,1835,409
42121201200,1274,224
42121201300,1503,370
42121201400,1475,422
42121201500,1437,297
42123970100,1002,224
42123970200,1607,333
42123970300,2165,623
42123970400,1067,270
42123970500,1476,375
42123970600,1459,379
42123970700,1134,184
42123970800,1607,357
42123970900,1606,410
42123971000,961,132
42123971100,1261,252
42123971200,1022,208
42123971400,728,253
42125704100,572,264
42125711000,1601,378
42125712700,579,181
42125713700,1766,486
42125714000,1215,280
42125715700,759,202
42125721000,1692,385
42125722700,1340,195
42125731000,2302,505
42125732000,1267,230
42125741100,1784,195
42125741300,1461,241
42125742100,2421,264
42125742200,632,81
42125743700,587,125
42125744100,2446,480
42125744200,1480,219
42125745100,3648,391
42125745200,2047,211
42125746100,2283,99
42125746200,1594,68
42125746301,1856,94
42125746302,1790,72
42125751100,2104,406
42125751200,1265,306
42125752700,1766,369
42125753700,835,40
42125754200,1005,304
42125754300,1254,390
42125754400,717,145
42125754500,1186,338
42125754600,837,180
42125755100,2018,620
42125755200,2257,364
42125755700,1543,227
42125761000,2195,529
42125762000,1066,281
42125763700,686,174
42125764000,1397,463
42125771100,2316,392
42125771200,1651,372
42125772700,978,187
42125773100,1259,313
42125773200,558,162
42125774700,2268,252
42125775200,986,251
42125775300,904,238
42125781700,1774,347
42125782700,598,180
42125783200,1019,398
42125783300,725,156
42125784000,1199,294
42125791000,653,152
42125792100,1602,367
42125792200,754,173
42125795700,946,242
42125795800,1499,149
42125795900,1715,315
42125796000,1240,275
42127960100,516,101
42127960200,1240,232
42127960300,966,271
42127960400,1168,254
42127960500,1482,328
42127960600,1868,317
42127960700,2108,546
42127960800,1645,285
42127960900,1289,254
42127961000,1763,386
42127961100,1620,305
42127961200,1676,291
42127961300,1069,180
42127961400,792,145
42129800100,562,291
42129800200,665,191
42129800300,1199,375
42129800400,709,198
42129800500,1103,198
42129800600,952,345
42129800700,1092,488
42129800800,760,127
42129800900,1222,338
42129801001,1641,297
42129801002,1115,160
42129801100,2040,439
42129801200,2376,399
42129801300,1777,386
42129801400,838,196
42129801500,1175,405
42129801600,610,204
42129801701,924,198
42129801702,1869,316
42129801703,1160,338
42129801800,2582,625
42129801900,2979,644
42129802001,880,63
42129802002,3284,373
42129802101,2098,278
42129802102,2493,257
42129802103,1021,73
42129802200,1438,396
42129802301,2301,170
42129802303,1330,180
42129802304,2387,183
42129802400,1721,359
42129802500,1140,297
42129802600,1574,446
42129802700,947,224
42129802800,930,402
42129802900,2115,326
42129803000,2275,554
42129803100,1575,212
42129803200,1027,213
42129803301,2559,508
42129803302,1659,249
42129803400,1317,129
42129803501,1734,167
42129803502,1653,243
42129803600,736,206
42129803700,1807,288
42129803800,2376,437
42129803901,1535,274
42129803902,1331,400
42129804000,597,151
42129804100,1381,549
42129804200,1712,362
42129804300,993,173
42129804400,1027,248
42129804501,1806,289
42129804502,2533,555
42129804600,1420,454
42129804701,1286,249
42129804702,2055,384
42129804801,1063,323
42129804802,2587,533
42129804900,2338,477
42129805000,1543,347
42129805100,1049,349
42129805200,1000,220
42129805400,780,350
42129805500,1880,519
42129805600,814,175
42129805800,1255,280
42129805901,634,189
42129805902,2537,309
42129806000,1162,252
42129806100,1523,308
42129806200,1005,243
42129806300,834,169
42129806400,1064,230
42129806500,2134,328
42129806600,1276,315
42129806700,1333,318
42129806800,653,136
42129806900,1643,380
42129807000,1430,412
42129807100,1415,211
42129807200,3157,484
42129807300,2013,391
42129807401,929,203
42129807402,2695,521
42129807500,1024,166
42129807600,1235,387
42129807700,1467,275
42129807800,1732,408
42129807900,2650,518
42129808100,1867,499
42129808200,1103,273
42129808300,2066,532
42129808401,902,128
42129808402,2088,405
42129808500,787,199
42129808600,1822,485
42131400100,1138,233
42131400200,1611,205
42131400300,1730,345
42131400400,1680,205
42131400500,1672,292
42131400600,1440,349
42131400700,1530,324
42133000100,589,177
42133000200,1044,421
42133000300,860,368
42133000400,842,137
42133000500,1096,344
42133000600,1073,446
42133000700,1122,494
42133000800,839,209
42133000900,872,199
42133001000,630,165
42133001100,1164,408
42133001200,1328,445
42133001300,1194,361
42133001400,1801,422
42133001500,1226,366
42133001600,830,468
42133010110,2763,649
42133010120,1862,294
42133010130,1293,179
42133010210,1289,222
42133010220,2218,367
42133010300,659,89
42133010400,1573,284
42133010510,1254,67
42133010520,928,103
42133020100,1318,254
42133020220,1801,175
42133020221,1813,192
42133020222,1744,130
42133020310,983,112
42133020320,2922,705
42133020410,2114,417
42133020420,3349,550
42133020510,1508,242
42133020521,2316,381
42133020522,1592,372
42133020600,2842,661
42133020710,2537,425
42133020720,3915,786
42133020800,3021,681
42133020910,2437,493
42133020921,2878,367
42133020922,1722,337
42133021010,1751,222
42133021020,2754,504
42133021100,1920,373
42133021210,3315,636
42133021220,2499,176
42133021300,1821,386
42133021410,2185,674
42133021420,2776,474
42133021500,1733,514
42133021600,1230,263
42133021711,1129,147
42133021712,2300,360
42133021720,1774,324
42133021801,1902,382
42133021802,1606,114
42133021900,2819,621
42133022000,1348,293
42133022100,1413,476
42133022200,2108,516
42133022300,1696,475
42133022401,1304,139
42133022402,2883,470
42133022500,1495,422
42133022600,3235,351
42133022700,2857,419
42133022800,3173,527
42133022910,3956,461
42133022920,1662,257
42133023000,2061,509
42133023100,2356,602
42133023200,2412,396
42133023301,2278,395
42133023302,2363,257
42133023400,2442,502
42133023500,2131,342
42133023601,1477,238
42133023602,1932,346
42133023710,1560,351
42133023721,2079,530
42133023722,1141,258
42133023810,1711,274
42133023821,2127,322
42133023822,2780,435
42133023901,2801,364
42133023902,1042,138
42133024001,1835,445
42133024002,1334,263
